original,phonetic,syllables,syl_number,word_len
эш,эш,VC,1,2
су,су,CV,1,2
анасы,анасы,V-SV-CV,3,5
да,да,CV,1,2
минем,минем,SV-SVS,2,5
арттан,арттан,VSC-CVS,2,6
чаба,чаба,CV-CV,2,4
кычкырадыр,кычкырадыр,CVC-CV-SV-CVS,4,10
качма,качма,CVC-SV,2,5
качма,качма,CVC-SV,2,5
тукта,тукта,CVC-CV,2,5
тукта,тукта,CVC-CV,2,5
и,и,V,1,1
карак,карак,CV-SVC,2,5
ник,ник,SVC,1,3
аласың,аласың,V-SV-CVS,3,6
син,син,CVS,1,3
аны,аны,V-SV,2,3
ул,ул,VS,1,2
бит,бит,CVC,1,3
минем,минем,SV-SVS,2,5
алтын,алтын,VS-CVS,2,5
тарак,тарак,CV-SVC,2,5
мин,мин,SVS,1,3
качамын,качамын,CV-CV-SVS,3,7
ул,ул,VS,1,2
куадыр,куадыр,CV-V-CVS,3,6
ул,ул,VS,1,2
куадыр,куадыр,CV-V-CVS,3,6
мин,мин,SVS,1,3
качам,качам,CV-CVS,2,5
шулкадәрле,шулкадәрле,CVS-CV-CVS-SV,4,10
кыр,кыр,CVS,1,3
тыныч,тыныч,CV-SVC,2,5
һичбер,һичбер,CVC-CVS,2,6
кеше,кеше,CV-CV,2,4
юк,jук,SVC,1,3
ичмасам,ичмасам,VC-SV-CVS,3,7
шул,шул,CVS,1,3
рәвешчә,рәwешчә,SV-SVC-CV,3,7
чабышып,чабышып,CV-CV-CVC,3,7
җиттек,җиттек,CVC-CVC,2,6
авылга,аwылга,V-SVS-CV,3,6
бервакыт,бервакыт,CVS-CV-CVC,3,8
су,су,CV,1,2
анасыны,анасыны,V-SV-CV-SV,4,7
куарга,куарга,CV-VS-CV,3,6
күтәрелде,күтәрелде,CV-CV-SVS-CV,4,9
барча,барча,CVS-CV,2,5
эт,эт,VC,1,2
вау,ваw,CVS,1,3
да,да,CV,1,2
вау,ваw,CVS,1,3
да,да,CV,1,2
һау,һаw,CVS,1,3
да,да,CV,1,2
һау,һаw,CVS,1,3
бертуктамый,бертуктамыj,CVS-CVC-CV-SVS,4,11
этләр,этләр,VC-SVS,2,5
өрә,өрә,V-SV,2,3
су,су,CV,1,2
анасы,анасы,V-SV-CV,3,5
куркып,куркып,CVS-CVC,2,6
этләрдән,этләрдән,VC-SVS-CVS,3,8
кирегә,кирегә,CV-SV-CV,3,6
йөгерә,jөгерә,SV-CV-SV,3,6
инде,инде,VS-CV,2,4
эш,эш,VC,1,2
җайланды,җаjланды,CVS-SVS-CV,3,8
куркудан,куркудан,CVS-CV-CVS,3,8
тынычландым,тынычландым,CV-SVC-SVS-CVS,4,11
дидем,дидем,CV-CVS,2,5
и,и,V,1,1
явыз,jаwыз,SV-SVC,2,5
карчык,карчык,CVS-CVC,2,6
тарагыңнан,тарагыңнан,CV-SV-CVS-SVS,4,10
коры,коры,CV-SV,2,4
калдың,калдың,CVS-CVS,2,6
дидем,дидем,CV-CVS,2,5
өйгә,өjгә,VS-CV,2,4
кайттым,каjттым,CVSC-CVS,2,7
да,да,CV,1,2
әни,әни,V-SV,2,3
алтын,алтын,VS-CVS,2,5
тарак,тарак,CV-SVC,2,5
таптым,таптым,CVC-CVS,2,6
дидем,дидем,CV-CVS,2,5
сусадым,сусадым,CV-CV-CVS,3,7
ардым,ардым,VS-CVS,2,5
әни,әни,V-SV,2,3
мин,мин,SVS,1,3
бик,бик,CVC,1,3
озак,озак,V-CVC,2,4
чаптым,чаптым,CVC-CVS,2,6
дидем,дидем,CV-CVS,2,5
сейләгәчтен,сеjләгәчтен,CVS-SV-CVC-CVS,4,11
кыйссаны,кыjссаны,CVSC-CV-SV,3,8
алды,алды,VS-CV,2,4
тарагымны,тарагымны,CV-SV-CVS-SV,4,9
әни,әни,V-SV,2,3
курка,курка,CVS-CV,2,5
үзе,үзе,V-CV,2,3
алса,алса,VS-CV,2,4
да,да,CV,1,2
уйлый,уjлыj,VS-SVS,2,5
эченнән,эченнән,V-CVS-SVS,3,7
әллә,әллә,VS-SV,2,4
ни,ни,SV,1,2
яхшы,jахшы,SVC-CV,2,5
хуш,хуш,CVC,1,3
батты,батты,CVC-CV,2,5
кояш,коjаш,CV-SVC,2,5
йокларга,jокларга,SVC-SVS-CV,3,8
яттым,jаттым,SVC-CVS,2,6
кич,кич,CVC,1,3
белән,белән,CV-SVS,2,5
өй,өj,VS,1,2
эче,эче,V-CV,2,3
тулган,тулган,CVS-CVS,2,6
иде,иде,V-CV,2,3
кичке,кичке,CVC-CV,2,5
һава,һаwа,CV-SV,2,4
хуш,хуш,CVC,1,3
ис,ис,VC,1,2
белән,белән,CV-SVS,2,5
юрган,jурган,SVS-CVS,2,6
астында,астында,VC-CVS-CV,3,7
йокыга,jокыга,SV-CV-CV,3,6
китми,китми,CVC-SV,2,5
ятам,jатам,SV-CVS,2,5
мин,мин,SVS,1,3
һаман,һаман,CV-SVS,2,5
шык,шык,CVC,1,3
та,та,CV,1,2
шык,шык,CVC,1,3
кемдер,кемдер,CVS-CVS,2,6
тәрәзәгә,тәрәзәгә,CV-SV-CV-CV,4,8
чиертә,чиjертә,CV-SVS-CV,3,7
берзаман,берзаман,CVS-CV-SVS,3,8
мин,мин,SVS,1,3
ятам,jатам,SV-CVS,2,5
рәхәт,рәхәт,SV-CVC,2,5
кенә,кенә,CV-SV,2,4
тормыйм,тормыjм,CVS-SVSS,2,7
да,да,CV,1,2
кузгалмыйм,кузгалмыjм,CVC-CVS-SVSS,3,10
әле,әле,V-SV,2,3
бу,бу,CV,1,2
тавышка,таwышка,CV-SVC-CV,3,7
сискәнеп,сискәнеп,CVC-CV-SVC,3,8
торган,торган,CVS-CVS,2,6
йокысыннан,jокысыннан,SV-CV-CVS-SVS,4,10
әни,әни,V-SV,2,3
ни,ни,SV,1,2
кирәк,кирәк,CV-SVC,2,5
кем,кем,CVS,1,3
бу,бу,CV,1,2
кара,кара,CV-SV,2,4
тәндә,тәндә,CVS-CV,2,5
вакытсыз,вакытсыз,CV-CVC-CVC,3,8
кем,кем,CVS,1,3
йөри,jөри,SV-SV,2,4
нәрсә,нәрсә,SVS-CV,2,5
бар,бар,CVS,1,3
соң,соң,CVS,1,3
төнлә,төнлә,CVS-SV,2,5
берлән,берлән,CVS-SVS,2,6
и,и,V,1,1
пычагым,пычагым,CV-CV-CVS,3,7
кергери,кергери,CVS-CV-SV,3,7
су,су,CV,1,2
анасы,анасы,V-SV-CV,3,5
мин,мин,SVS,1,3
китер,китер,CV-CVS,2,5
кайда,каjда,CVS-CV,2,5
минем,минем,SV-SVS,2,5
алтын,алтын,VS-CVS,2,5
тарак,тарак,CV-SVC,2,5
бир,бир,CVS,1,3
бая,баjа,CV-SV,2,4
көндез,көндез,CVS-CVC,2,6
алып,алып,V-SVC,2,4
качты,качты,CVC-CV,2,5
синең,синең,CV-SVS,2,5
угълың,углың,VC-SVS,2,5
карак,карак,CV-SVC,2,5
төшкән,төшкән,CVC-CVS,2,6
айның,аjның,VS-SVS,2,5
шәүләсе,шәwләсе,CVS-SV-CV,3,7
мин,мин,SVS,1,3
юрган,jурган,SVS-CVS,2,6
астыннан,астыннан,VC-CVS-SVS,3,8
карыйм,карыjм,CV-SVSS,2,6
калтырыйм,калтырыjм,CVS-CV-SVSS,3,9
куркам,куркам,CVS-CVS,2,6
ходай,ходаj,CV-CVS,2,5
дим,дим,CVS,1,3
инде,инде,VS-CV,2,4
мин,мин,SVS,1,3
кайда,каjда,CVS-CV,2,5
барыйм,барыjм,CV-SVSS,2,6
һич,һич,CVC,1,3
өзлексез,өзлексез,VC-SVC-CVC,3,8
шык,шык,CVC,1,3
та,та,CV,1,2
шык,шык,CVC,1,3
безнең,безнең,CVC-SVS,2,6
тәрәзәне,тәрәзәне,CV-SV-CV-SV,4,8
кага,кага,CV-CV,2,4
ул,ул,VS,1,2
коточкыч,коточкыч,CV-CVC-CVC,3,8
сачләреннән,сачләреннән,CVC-SV-SVS-SVS,4,11
чишмә,чишмә,CVC-SV,2,5
төсле,төсле,CVC-SV,2,5
су,су,CV,1,2
ага,ага,V-CV,2,3
әнкәем,әнкәем,VS-CV-VS,3,6
алтын,алтын,VS-CVS,2,5
таракны,таракны,CV-SVC-SV,3,7
тиз,тиз,CVC,1,3
генә,генә,CV-SV,2,4
эзләп,эзләп,VC-SVC,2,5
табып,табып,CV-CVC,2,5
атты,атты,VC-CV,2,4
да,да,CV,1,2
тышка,тышка,CVC-CV,2,5
тизүк,тизүк,CV-CVC,2,5
куйды,куjды,CVS-CV,2,5
тәрәзәне,тәрәзәне,CV-SV-CV-SV,4,8
ябып,jабып,SV-CVC,2,5
су,су,CV,1,2
анасыннан,анасыннан,V-SV-CVS-SVS,4,9
котылгачтын,котылгачтын,CV-CVS-CVC-CVS,4,11
тынычлангач,тынычлангач,CV-SVC-SVS-CVC,4,11
әни,әни,V-SV,2,3
и,и,V,1,1
орышты,орышты,V-SVC-CV,3,6
и,и,V,1,1
орышты,орышты,V-SVC-CV,3,6
и,и,V,1,1
орышты,орышты,V-SVC-CV,3,6
соң,соң,CVS,1,3
мине,мине,SV-SV,2,4
мин,мин,SVS,1,3
дә,дә,CV,1,2
шуннан,шуннан,CVS-SVS,2,6
бирле,бирле,CVS-SV,2,5
андый,андыj,VS-CVS,2,5
эшкә,эшкә,VC-CV,2,4
кыймый,кыjмыj,CVS-SVS,2,6
башладым,башладым,CVC-SV-CVS,3,8
йә,jә,SV,1,2
иясе,иjәсе,V-SV-CV,3,5
юк,jук,SVC,1,3
дип,дип,CVC,1,3
әйберләргә,әjберләргә,VS-CVS-SVS-CV,4,10
тими,тими,CV-SV,2,4
башладым,башладым,CVC-SV-CVS,3,8
