original,phonetic,syllables,syl_number,word_len
кырга,кырга,CVS-CV,2,5
таба,таба,CV-CV,2,4
сәфәр,сәфәр,CV-CVS,2,5
чыгып,чыгып,CV-CVC,2,5
китте,китте,CVC-CV,2,5
болар,болар,CV-SVS,2,5
бара,бара,CV-SV,2,4
һаман,һаман,CV-SVS,2,5
бара,бара,CV-SV,2,4
бара,бара,CV-SV,2,4
күренмидер,күренмидер,CV-SVS-SV-CVS,4,10
күзләренә,күзләренә,CVC-SV-SV-SV,4,9
ак,ак,VC,1,2
һәм,һәм,CVS,1,3
кара,кара,CV-SV,2,4
бара,бара,CV-SV,2,4
болар,болар,CV-SVS,2,5
күпме,күпме,CVC-SV,2,5
баргач,баргач,CVS-CVC,2,6
алла,алла,VS-SV,2,4
белә,белә,CV-SV,2,4
юл,jул,SVS,1,3
өстендә,өстендә,VC-CVS-CV,3,7
үлгән,үлгән,VS-CVS,2,5
бүре,бүре,CV-SV,2,4
башын,башын,CV-CVS,2,5
таба,таба,CV-CV,2,4
курка,курка,CVS-CV,2,5
башны,башны,CVC-SV,2,5
кузгатырга,кузгатырга,CVC-CV-CVS-CV,4,10
кәҗә,кәҗә,CV-CV,2,4
куркак,куркак,CVS-CVC,2,6
күптән,күптән,CVC-CVS,2,6
инде,инде,VS-CV,2,4
куркаклыкка,куркаклыкка,CVS-CVC-SVC-CV,4,11
сарык,сарык,CV-SVC,2,5
уртак,уртак,VS-CVC,2,5
баш,баш,CVC,1,3
янында,jанында,SV-SVS-CV,3,7
болар,болар,CV-SVS,2,5
икәү,икәw,V-CVS,2,4
тора,тора,CV-SV,2,4
куркып,куркып,CVS-CVC,2,6
әйтешәләр,әjтешәләр,VS-CV-CV-SVS,4,9
бер,бер,CVS,1,3
берсенә,берсенә,CVS-CV-SV,3,7
син,син,CVS,1,3
тот,тот,CVC,1,3
мин,мин,SVS,1,3
тот,тот,CVC,1,3
кәҗә,кәҗә,CV-CV,2,4
әйтә,әjтә,VS-CV,2,4
сарык,сарык,CV-SVC,2,5
абзый,абзыj,VC-CVS,2,5
син,син,CVS,1,3
көчлерәк,көчлерәк,CVC-SV-SVC,3,8
сарык,сарык,CV-SVC,2,5
әйтә,әjтә,VS-CV,2,4
син,син,CVS,1,3
сакалбай,сакалбаj,CV-CVS-CVS,3,8
гайрәтлерәк,гаjрәтлерәк,CVS-SVC-SV-SVC,4,11
бүре,бүре,CV-SV,2,4
башын,башын,CV-CVS,2,5
кулга,кулга,CVS-CV,2,5
тотып,тотып,CV-CVC,2,5
кузгатырга,кузгатырга,CVC-CV-CVS-CV,4,10
юлдашларның,jулдашларның,SVS-CVC-SVS-SVS,4,12
берсенең,берсенең,CVS-CV-SVS,3,8
дә,дә,CV,1,2
җитми,җитми,CVC-SV,2,5
йөрәк,jөрәк,SV-SVC,2,5
озак,озак,V-CVC,2,4
торгач,торгач,CVS-CVC,2,6
шунда,шунда,CVS-CV,2,5
кәҗә,кәҗә,CV-CV,2,4
белән,белән,CV-SVS,2,5
сарык,сарык,CV-SVC,2,5
бүре,бүре,CV-SV,2,4
башын,башын,CV-CVS,2,5
тоталмыйча,тоталмыjча,CV-CVS-SVS-CV,4,10
куллар,куллар,CVS-SVS,2,6
барып,барып,CV-SVC,2,5
башны,башны,CVC-SV,2,5
икәү,икәw,V-CVS,2,4
тотып,тотып,CV-CVC,2,5
ике,ике,V-CV,2,3
колагыннан,колагыннан,CV-SV-CVS-SVS,4,10
юнәлделәр,jүнәлделәр,SV-SVS-CV-SVS,4,10
капчыклары,капчыклары,CVC-CVC-SV-SV,4,10
эченә,эченә,V-CV-SV,3,5
салып,салып,CV-SVC,2,5
бара,бара,CV-SV,2,4
болар,болар,CV-SVS,2,5
тукталмастан,тукталмастан,CVC-CVS-SVC-CVS,4,12
һаман,һаман,CV-SVS,2,5
бара,бара,CV-SV,2,4
күрә,күрә,CV-SV,2,4
болар,болар,CV-SVS,2,5
ерак,jырак,SV-SVC,2,5
түгел,түгел,CV-CVS,2,5
бер,бер,CVS,1,3
ут,ут,VC,1,2
яна,jана,SV-SV,2,4
утны,утны,VC-SV,2,4
күргәч,күргәч,CVS-CVC,2,6
иптәшенә,иптәшенә,VC-CV-CV-SV,4,8
әйтә,әjтә,VS-CV,2,4
сарык,сарык,CV-SVC,2,5
әйдә,әjдә,VS-CV,2,4
кәҗә,кәҗә,CV-CV,2,4
куныйк,куныjк,CV-SVSC,2,6
бүген,бүген,CV-CVS,2,5
шунда,шунда,CVS-CV,2,5
барып,барып,CV-SVC,2,5
ут,ут,VC,1,2
янына,jанына,SV-SV-SV,3,6
бүреләр,бүреләр,CV-SV-SVS,3,7
дә,дә,CV,1,2
килалмаслар,килалмаслар,CV-SVS-SVC-SVS,4,11
безнең,безнең,CVC-SVS,2,6
анда,анда,VS-CV,2,4
кунганлыкны,кунганлыкны,CVS-CVS-SVC-SV,4,11
белалмаслар,белалмаслар,CV-SVS-SVC-SVS,4,11
сарыкның,сарыкның,CV-SVC-SVS,3,8
бу,бу,CV,1,2
киңәшенә,киңәшенә,CV-SV-CV-SV,4,8
кәҗә,кәҗә,CV-CV,2,4
күнде,күнде,CVS-CV,2,5
әйдә,әjдә,VS-CV,2,4
иптәш,иптәш,VC-CVC,2,5
ярар,jарар,SV-SVS,2,5
барсак,барсак,CVS-CVC,2,6
барыйк,барыjк,CV-SVSC,2,6
инде,инде,VS-CV,2,4
кәҗә,кәҗә,CV-CV,2,4
сарык,сарык,CV-SVC,2,5
ут,ут,VC,1,2
янына,jанына,SV-SV-SV,3,6
якын,jакын,SV-CVS,2,5
барса,барса,CVS-CV,2,5
мискиннәрнең,мискиннәрнең,SVC-CVS-SVS-SVS,4,12
күз,күз,CVC,1,3
алдында,алдында,VS-CVS-CV,3,7
менә,менә,SV-SV,2,4
нәрсә,нәрсә,SVS-CV,2,5
өч,өч,VC,1,2
дүрт,дүрт,CVSC,1,4
бүре,бүре,CV-SV,2,4
утырганнар,утырганнар,V-CVS-CVS-SVS,4,10
каршы,каршы,CVS-CV,2,5
утка,утка,VC-CV,2,4
тыршып,тыршып,CVS-CVC,2,6
тыршып,тыршып,CVS-CVC,2,6
пешермәктә,пешермәктә,CV-CVS-SVC-CV,4,10
алар,алар,V-SVS,2,4
бутка,бутка,CVC-CV,2,5
кәҗә,кәҗә,CV-CV,2,4
сарык,сарык,CV-SVC,2,5
күргәч,күргәч,CVS-CVC,2,6
ушбу,ушбу,VC-CV,2,4
тамашаны,тамашаны,CV-SV-CV-SV,4,8
калды,калды,CVS-CV,2,5
куркып,куркып,CVS-CVC,2,6
һәрберсенең,һәрберсенең,CVS-CVS-CV-SVS,4,11
ярты,jарты,SVS-CV,2,5
җаны,җаны,CV-SV,2,4
исәнмесез,исәнмесез,V-CVS-SV-CVC,4,9
дустлар,дустлар,CVCC-SVS,2,7
бүре,бүре,CV-SV,2,4
әфәнделәр,әфәнделәр,V-CVS-CV-SVS,4,9
диләр,диләр,CV-SVS,2,5
болар,болар,CV-SVS,2,5
күрсәтмичә,күрсәтмичә,CVS-CVC-SV-CV,4,10
курку,курку,CVS-CV,2,5
хәле,хәле,CV-SV,2,4
куаналар,куаналар,CV-V-SV-SVS,4,8
өч,өч,VC,1,2
дүрт,дүрт,CVSC,1,4
бүре,бүре,CV-SV,2,4
моны,моны,SV-SV,2,4
күргәч,күргәч,CVS-CVC,2,6
алларына,алларына,VS-SV-SV-SV,4,8
сарык,сарык,CV-SVC,2,5
белән,белән,CV-SVS,2,5
кәҗә,кәҗә,CV-CV,2,4
килгәч,килгәч,CVS-CVC,2,6
ашыйбыз,ашыjбыз,V-CVS-CVC,3,7
дип,дип,CVC,1,3
бу,бу,CV,1,2
икәвен,икәwен,V-CV-SVS,3,6
тотабыз,тотабыз,CV-CV-CVC,3,7
да,да,CV,1,2
менә,менә,SV-SV,2,4
ничек,ничек,SV-CVC,2,5
ит,ит,VC,1,2
таптык,таптык,CVC-CVC,2,6
дип,дип,CVC,1,3
буткабызга,буткабызга,CVC-CV-CVC-CV,4,10
кәҗә,кәҗә,CV-CV,2,4
әйтә,әjтә,VS-CV,2,4
кайгырмагыз,каjгырмагыз,CVS-CVS-SV-CVC,4,11
бездә,бездә,CVC-CV,2,5
ит,ит,VC,1,2
күп,күп,CVC,1,3
ул,ул,VS,1,2
ит,ит,VC,1,2
берлән,берлән,CVS-SVS,2,6
һәркайсыбыз,һәркаjсыбыз,CVS-CVS-CV-CVC,4,11
булырбыз,булырбыз,CV-SVS-CVC,3,8
тук,тук,CVC,1,3
ни,ни,SV,1,2
карыйсың,карыjсың,CV-SVS-CVS,3,8
тиз,тиз,CVC,1,3
бул,бул,CVS,1,3
әле,әле,V-SV,2,3
тиз,тиз,CVC,1,3
бул,бул,CVS,1,3
сарык,сарык,CV-SVC,2,5
капчыктагы,капчыктагы,CVC-CVC-CV-CV,4,10
бүре,бүре,CV-SV,2,4
башын,башын,CV-CVS,2,5
китер,китер,CV-CVS,2,5
алып,алып,V-SVC,2,4
сарык,сарык,CV-SVC,2,5
шунда,шунда,CVS-CV,2,5
капчыктагы,капчыктагы,CVC-CVC-CV-CV,4,10
башны,башны,CVC-SV,2,5
ала,ала,V-SV,2,3
барча,барча,CVS-CV,2,5
бүре,бүре,CV-SV,2,4
куркуыннан,куркуыннан,CVS-CV-VS-SVS,4,10
шашып,шашып,CV-CVC,2,5
кала,кала,CV-SV,2,4
өч,өч,VC,1,2
дүрт,дүрт,CVSC,1,4
бүре,бүре,CV-SV,2,4
хәйран,хәjран,CVS-SVS,2,6
калып,калып,CV-SVC,2,5
торган,торган,CVS-CVS,2,6
чакта,чакта,CVC-CV,2,5
кәҗә,кәҗә,CV-CV,2,4
һаман,һаман,CV-SVS,2,5
гайрәт,гаjрәт,CVS-SVC,2,6
чәчә,чәчә,CV-CV,2,4
ачулана,ачулана,V-CV-SV-SV,4,7
кәҗә,кәҗә,CV-CV,2,4
әйтә,әjтә,VS-CV,2,4
микикики,микикики,SV-CV-CV-CV,4,8
микикики,микикики,SV-CV-CV-CV,4,8
капчыктагы,капчыктагы,CVC-CVC-CV-CV,4,10
бүре,бүре,CV-SV,2,4
башы,башы,CV-CV,2,4
бит,бит,CVC,1,3
уники,уники,V-SV-CV,3,5
ах,ах,VC,1,2
уңмаган,уңмаган,VS-SV-CVS,3,7
җүләр,җүләр,CV-SVS,2,5
сарык,сарык,CV-SVC,2,5
надан,надан,SV-CVS,2,5
сарык,сарык,CV-SVC,2,5
моннан,моннан,SVS-SVS,2,6
зуррак,зуррак,CVS-SVC,2,6
бүре,бүре,CV-SV,2,4
башын,башын,CV-CVS,2,5
китер,китер,CV-CVS,2,5
табып,табып,CV-CVC,2,5
сарык,сарык,CV-SVC,2,5
та,та,CV,1,2
тиз,тиз,CVC,1,3
аңлап,аңлап,VS-SVC,2,5
ала,ала,V-SV,2,3
бу,бу,CV,1,2
алдашны,алдашны,VS-CVC-SV,3,7
капчыктан,капчыктан,CVC-CVC-CVS,3,9
ул,ул,VS,1,2
алып,алып,V-SVC,2,4
килә,килә,CV-SV,2,4
шул,шул,CVS,1,3
ук,ук,VC,1,2
башны,башны,CVC-SV,2,5
өч,өч,VC,1,2
дүрт,дүрт,CVSC,1,4
бүре,бүре,CV-SV,2,4
чынлап,чынлап,CVS-SVC,2,6
инде,инде,VS-CV,2,4
куркыштылар,куркыштылар,CVS-CVC-CV-SVS,4,11
бер,бер,CVS,1,3
берсенә,берсенә,CVS-CV-SV,3,7
күзләрене,күзләрене,CVC-SV-SV-SV,4,9
йөртештеләр,jөртештеләр,SVS-CVC-CV-SVS,4,11
түгел,түгел,CV-CVS,2,5
хәзер,хәзер,CV-CVS,2,5
бүреләргә,бүреләргә,CV-SV-SVS-CV,4,9
ашау,ашаw,V-CVS,2,4
кайгы,каjгы,CVS-CV,2,5
тиз,тиз,CVC,1,3
тиз,тиз,CVC,1,3
генә,генә,CV-SV,2,4
бу,бу,CV,1,2
урынны,урынны,V-SVS-SV,3,6
ташлау,ташлаw,CVC-SVS,2,6
кайгы,каjгы,CVS-CV,2,5
ничек,ничек,SV-CVC,2,5
качыйк,качыjк,CV-CVSC,2,6
ничек,ничек,SV-CVC,2,5
табыйк,табыjк,CV-CVSC,2,6
качу,качу,CV-CV,2,4
юлын,jулын,SV-SVS,2,5
һәрбер,һәрбер,CVS-CVS,2,6
бүре,бүре,CV-SV,2,4
шуңар,шуңар,CV-SVS,2,5
салган,салган,CVS-CVS,2,6
бөтен,бөтен,CV-CVS,2,5
уен,уjын,V-SVS,2,4
торып,торып,CV-SVC,2,5
әйтә,әjтә,VS-CV,2,4
шул,шул,CVS,1,3
арада,арада,V-SV-CV,3,5
өлкән,өлкән,VS-CVS,2,5
бүре,бүре,CV-SV,2,4
картайган,картаjган,CVS-CVS-CVS,3,9
һәм,һәм,CVS,1,3
күп,күп,CVC,1,3
эшләрне,эшләрне,VC-SVS-SV,3,7
үткән,үткән,VC-CVS,2,5
бүре,бүре,CV-SV,2,4
туктагыз,туктагыз,CVC-CV-CVC,3,8
ди,ди,CV,1,2
мин,мин,SVS,1,3
тиз,тиз,CVC,1,3
генә,генә,CV-SV,2,4
су,су,CV,1,2
китерим,китерим,CV-CV-SVS,3,7
суы,суы,CV-V,2,3
бик,бик,CVC,1,3
аз,аз,VC,1,2
безнең,безнең,CVC-SVS,2,6
бутка,бутка,CVC-CV,2,5
пешәр,пешәр,CV-CVS,2,5
коры,коры,CV-SV,2,4
шулай,шулаj,CV-SVS,2,5
итеп,итеп,V-CVC,2,4
өлкән,өлкән,VS-CVS,2,5
бүре,бүре,CV-SV,2,4
суга,суга,CV-CV,2,4
китә,китә,CV-CV,2,4
кайтмый,каjтмыj,CVSC-SVS,2,7
ләкин,ләкин,SV-CVS,2,5
озак,озак,V-CVC,2,4
кына,кына,CV-SV,2,4
заман,заман,CV-SVS,2,5
үтә,үтә,V-CV,2,3
кайтмый,каjтмыj,CVSC-SVS,2,7
бүре,бүре,CV-SV,2,4
эзе,эзе,V-CV,2,3
дә,дә,CV,1,2
юк,jук,SVC,1,3
исе,исе,V-CV,2,3
дә,дә,CV,1,2
юк,jук,SVC,1,3
мәҗлес,мәҗлес,SVC-SVC,2,6
халкы,халкы,CVS-CV,2,5
арып,арып,V-SVC,2,4
бетә,бетә,CV-CV,2,4
көтә,көтә,CV-CV,2,4
көтә,көтә,CV-CV,2,4
бүреләрне,бүреләрне,CV-SV-SVS-SV,4,9
тагы,тагы,CV-CV,2,4
каты,каты,CV-CV,2,4
курку,курку,CVS-CV,2,5
басты,басты,CVC-CV,2,5
чөнки,чөнки,CVS-CV,2,5
хәзер,хәзер,CV-CVS,2,5
башлыклары,башлыклары,CVC-SVC-SV-SV,4,10
китеп,китеп,CV-CVC,2,5
качты,качты,CVC-CV,2,5
тагын,тагын,CV-CVS,2,5
берсе,берсе,CVS-CV,2,5
суга,суга,CV-CV,2,4
таба,таба,CV-CV,2,4
китте,китте,CVC-CV,2,5
торып,торып,CV-SVC,2,5
туктагыз,туктагыз,CVC-CV-CVC,3,8
мин,мин,SVS,1,3
эзләп,эзләп,VC-SVC,2,5
кайтыйм,каjтыjм,CVS-CVSS,2,7
дигән,дигән,CV-CVS,2,5
булып,булып,CV-SVC,2,5
мәгълүм,мәглүм,SVC-SVS,2,6
инде,инде,VS-CV,2,4
бу,бу,CV,1,2
бүре,бүре,CV-SV,2,4
дә,дә,CV,1,2
кача,кача,CV-CV,2,4
шулай,шулаj,CV-SVS,2,5
хәйлә,хәjлә,CVS-SV,2,5
берлән,берлән,CVS-SVS,2,6
качарга,качарга,CV-CVS-CV,3,7
юл,jул,SVS,1,3
ача,ача,V-CV,2,3
шулай,шулаj,CV-SVS,2,5
кайтмый,каjтмыj,CVSC-SVS,2,7
бу,бу,CV,1,2
да,да,CV,1,2
әллә,әллә,VS-SV,2,4
ничә,ничә,SV-CV,2,4
сәгать,сәгат,CV-CVC,2,5
үтә,үтә,V-CV,2,3
мәҗлес,мәҗлес,SVC-SVC,2,6
халкы,халкы,CVS-CV,2,5
көтә,көтә,CV-CV,2,4
һаман,һаман,CV-SVS,2,5
көтә,көтә,CV-CV,2,4
көтә,көтә,CV-CV,2,4
өч,өч,VC,1,2
дүрт,дүрт,CVSC,1,4
бүре,бүре,CV-SV,2,4
берсе,берсе,CVS-CV,2,5
соңра,соңра,CVS-SV,2,5
кача,кача,CV-CV,2,4
берсе,берсе,CVS-CV,2,5
өченчесе,өченчесе,V-CVS-CV-CV,4,8
аннан,аннан,VS-SVS,2,5
соңра,соңра,CVS-SV,2,5
дүртенчесе,дүртенчесе,CVS-CVS-CV-CV,4,10
болар,болар,CV-SVS,2,5
качкач,качкач,CVC-CVC,2,6
кәҗә,кәҗә,CV-CV,2,4
белән,белән,CV-SVS,2,5
безнең,безнең,CVC-SVS,2,6
сарык,сарык,CV-SVC,2,5
китә,китә,CV-CV,2,4
инде,инде,VS-CV,2,4
рәхәтләнеп,рәхәтләнеп,SV-CVC-SV-SVC,4,10
ирек,ирек,V-SVC,2,4
алып,алып,V-SVC,2,4
утыралар,утыралар,V-CV-SV-SVS,4,8
аяк,аjак,V-SVC,2,4
бөкләп,бөкләп,CVC-SVC,2,6
каршы,каршы,CVS-CV,2,5
утка,утка,VC-CV,2,4
болар,болар,CV-SVS,2,5
инде,инде,VS-CV,2,4
тәмләп,тәмләп,CVS-SVC,2,6
кенә,кенә,CV-SV,2,4
ашый,ашыj,V-CVS,2,4
бутка,бутка,CVC-CV,2,5
ашап,ашап,V-CVC,2,4
туеп,туjып,CV-SVC,2,5
рәхәт,рәхәт,SV-CVC,2,5
кенә,кенә,CV-SV,2,4
тыныч,тыныч,CV-SVC,2,5
кына,кына,CV-SV,2,4
кәҗә,кәҗә,CV-CV,2,4
сарык,сарык,CV-SVC,2,5
бу,бу,CV,1,2
төннәрен,төннәрен,CVS-SV-SVS,3,8
шунда,шунда,CVS-CV,2,5
куна,куна,CV-SV,2,4
иртә,иртә,VS-CV,2,4
берлән,берлән,CVS-SVS,2,6
иртүк,иртүк,VS-CVC,2,5
торып,торып,CV-SVC,2,5
таң,таң,CVS,1,3
аткач,аткач,VC-CVC,2,5
ук,ук,VC,1,2
кулларында,кулларында,CVS-SV-SVS-CV,4,10
бүре,бүре,CV-SV,2,4
башы,башы,CV-CV,2,4
салган,салган,CVS-CVS,2,6
капчык,капчык,CVC-CVC,2,6
тагын,тагын,CV-CVS,2,5
болар,болар,CV-SVS,2,5
урман,урман,VS-SVS,2,5
буйлап,буjлап,CVS-SVC,2,6
сәфәр,сәфәр,CV-CVS,2,5
итте,итте,VC-CV,2,4
нәрсә,нәрсә,SVS-CV,2,5
языйм,jазыjм,SV-CVSS,2,6
хикәям,хикәjәм,CV-CV-SVS,3,7
дә,дә,CV,1,2
шунда,шунда,CVS-CV,2,5
бетте,бетте,CVC-CV,2,5
