original,phonetic,syllables,syl_number,word_len
кеше,кеше,CV-CV,2,4
юк,jук,SVC,1,3
егерме,jегерме,SV-CVS-SV,3,7
дүрт,дүрт,CVSC,1,4
яшь,jәш,SVC,1,3
тә,тә,CV,1,2
булсын,булсын,CVS-CVS,2,6
ди,ди,CV,1,2
ләкин,ләкин,SV-CVS,2,5
дөнья,дөнjа,CVS-SV,2,5
бетмәгән,бетмәгән,CVC-SV-CVS,3,8
бит,бит,CVC,1,3
әле,әле,V-SV,2,3
тормыш,тормыш,CVS-SVC,2,6
төгәлләнмәгән,төгәлләнмәгән,CV-CVS-SVS-SV-CVS,5,13
утырып,утырып,V-CV-SVC,3,6
кала,кала,CV-SV,2,4
дигәч,дигәч,CV-CVC,2,5
тә,тә,CV,1,2
ярый,jарыj,SV-SVS,2,5
ла,ла,SV,1,2
сөешеп,сөjешеп,CV-SV-CVC,3,7
йөргән,jөргән,SVS-CVS,2,6
егете,jегете,SV-CV-CV,3,6
булмаса,булмаса,CVS-SV-CV,3,7
ул,ул,VS,1,2
инде,инде,VS-CV,2,4
төгәл,төгәл,CV-CVS,2,5
белә,белә,CV-SV,2,4
наилдән,наилдән,SV-VS-CVS,3,7
башка,башка,CVC-CV,2,5
беркемгә,беркемгә,CVS-CVS-CV,3,8
дә,дә,CV,1,2
кияүгә,киjәwгә,CV-SVS-CV,3,7
чыкмаячак,чыкмаjачак,CVC-SV-SV-CVC,4,10
әле,әле,V-SV,2,3
ул,ул,VS,1,2
кайсыдыр,каjсыдыр,CVS-CV-CVS,3,8
авылда,аwылда,V-SVS-CV,3,6
өй,өj,VS,1,2
җиткезә,җиткезә,CVC-CV-CV,3,7
кайткач,каjткач,CVSC-CVC,2,7
ныклап,ныклап,SVC-SVC,2,6
сөйләшәсе,сөjләшәсе,CVS-SV-CV-CV,4,9
булыр,булыр,CV-SVS,2,5
ябышып,jабышып,SV-CV-CVC,3,7
булса,булса,CVS-CV,2,5
да,да,CV,1,2
чыгачак,чыгачак,CV-CV-CVC,3,7
аңа,аңа,V-SV,2,3
сәлимә,сәлимә,CV-SV-SV,3,6
кайтсын,каjтсын,CVSC-CVS,2,7
гына,гына,CV-SV,2,4
әле,әле,V-SV,2,3
наил,наил,SV-VS,2,4
кайтмады,каjтмады,CVSC-SV-CV,3,8
да,да,CV,1,2
кайтмады,каjтмады,CVSC-SV-CV,3,8
сәлимә,сәлимә,CV-SV-SV,3,6
көтте,көтте,CVC-CV,2,5
дә,дә,CV,1,2
көтте,көтте,CVC-CV,2,5
аптырагач,аптырагач,VC-CV-SV-CVC,4,9
наилнең,наилнең,SV-VS-SVS,3,7
әнисе,әнисе,V-SV-CV,3,5
янына,jанына,SV-SV-SV,3,6
мәфтуха,мәфтуха,SVC-CV-CV,3,7
әбигә,әбигә,V-CV-CV,3,5
китте,китте,CVC-CV,2,5
ләкин,ләкин,SV-CVS,2,5
күңелен,күңелен,CV-SV-SVS,3,7
тынычландырырдай,тынычландырырдаj,CV-SVC-SVS-CV-SVS-CVS,6,16
бер,бер,CVS,1,3
генә,генә,CV-SV,2,4
сүз,сүз,CVC,1,3
дә,дә,CV,1,2
ишетмәде,ишетмәде,V-CVC-SV-CV,4,8
ул,ул,VS,1,2
ана,ана,V-SV,2,3
кешедән,кешедән,CV-CV-CVS,3,7
шул,шул,CVS,1,3
ук,ук,VC,1,2
көнне,көнне,CVS-SV,2,5
күңеле,күңеле,CV-SV-SV,3,6
төшеп,төшеп,CV-CVC,2,5
аптырап,аптырап,VC-CV-SVC,3,7
кайтып,каjтып,CVS-CVC,2,6
керде,керде,CVS-CV,2,5
дә,дә,CV,1,2
тиз,тиз,CVC,1,3
тиз,тиз,CVC,1,3
генә,генә,CV-SV,2,4
җыенып,җыjынып,CV-SV-SVC,3,7
юлга,jулга,SVS-CV,2,5
чыгып,чыгып,CV-CVC,2,5
китте,китте,CVC-CV,2,5
ходайга,ходаjга,CV-CVS-CV,3,7
шөкер,шөкер,CV-CVS,2,5
дипломы,дипломы,CVC-SV-SV,3,7
бар,бар,CVS,1,3
эшкә,эшкә,VC-CV,2,4
ятышлы,jатышлы,SV-CVC-SV,3,7
кулы,кулы,CV-SV,2,4
бар,бар,CVS,1,3
кеше,кеше,CV-CV,2,4
арасында,арасында,V-SV-CVS-CV,4,8
югалып,jугалып,SV-CV-SVC,3,7
калмады,калмады,CVS-SV-CV,3,7
тормышының,тормышының,CVS-SV-CV-SVS,4,10
һәр,һәр,CVS,1,3
мизгеленнән,мизгеленнән,SVC-CV-SVS-SVS,4,11
тәм,тәм,CVS,1,3
табып,табып,CV-CVC,2,5
яшәп,jәшәп,SV-CVC,2,5
китте,китте,CVC-CV,2,5
наилне,наилне,SV-VS-SV,3,6
барыбер,барыбер,CV-SV-CVS,3,7
оныта,оныта,V-SV-CV,3,5
алмады,алмады,VS-SV-CV,3,6
аны,аны,V-SV,2,3
урамдагы,урамдагы,V-SVS-CV-CV,4,8
һәр,һәр,CVS,1,3
кешедән,кешедән,CV-CV-CVS,3,7
эзләде,эзләде,VC-SV-CV,3,6
кукмарага,кукмарага,CVC-SV-SV-CV,4,9
кайтканда,каjтканда,CVSC-CVS-CV,3,9
вагонга,вагонга,CV-CVS-CV,3,7
да,да,CV,1,2
очрамасмы,очрамасмы,VC-SV-SVC-SV,4,9
очрамасмы,очрамасмы,VC-SV-SVC-SV,4,9
дип,дип,CVC,1,3
керә,керә,CV-SV,2,4
торган,торган,CVS-CVS,2,6
булды,булды,CVS-CV,2,5
авылга,аwылга,V-SVS-CV,3,6
еш,jыш,SVC,1,3
кайтып,каjтып,CVS-CVC,2,6
йөрүе,jөрүе,SV-SV-V,3,5
дә,дә,CV,1,2
яшьлек,jәшлек,SVC-SVC,2,6
мәхәббәтен,мәхәббәтен,SV-CVC-CV-CVS,4,10
наилен,наилен,SV-V-SVS,3,6
эзләп,эзләп,VC-SVC,2,5
йөрү,jөрү,SV-SV,2,4
түгел,түгел,CV-CVS,2,5
микән,микән,SV-CVS,2,5
әле,әле,V-SV,2,3
шулвакыт,шулвакыт,CVS-CV-CVC,3,8
вагонның,вагонның,CV-CVS-SVS,3,8
аргы,аргы,VS-CV,2,4
башында,башында,CV-CVS-CV,3,7
җанлылык,җанлылык,CVS-SV-SVC,3,8
сиземләнде,сиземләнде,CV-CVS-SVS-CV,4,10
ишекләрне,ишекләрне,V-CVC-SVS-SV,4,9
ике,ике,V-CV,2,3
якка,jакка,SVC-CV,2,5
каерып,каjырып,CV-SV-SVC,3,7
бер,бер,CVS,1,3
төркем,төркем,CVS-CVS,2,6
милиция,милициjә,SV-SV-CV-SV,4,8
килеп,килеп,CV-SVC,2,5
керде,керде,CVS-CV,2,5
вагон,вагон,CV-CVS,2,5
эчендәге,эчендәге,V-CVS-CV-CV,4,8
халык,халык,CV-SVC,2,5
дәррәү,дәррәw,CVS-SVS,2,6
калкынып,калкынып,CVS-CV-SVC,3,8
шул,шул,CVS,1,3
якка,jакка,SVC-CV,2,5
борылып,борылып,CV-SV-SVC,3,7
карады,карады,CV-SV-CV,3,6
сәлимә,сәлимә,CV-SV-SV,3,6
янында,jанында,SV-SVS-CV,3,7
утырган,утырган,V-CVS-CVS,3,7
егет,jегет,SV-CVC,2,5
тә,тә,CV,1,2
башын,башын,CV-CVS,2,5
сузып,сузып,CV-CVC,2,5
алды,алды,VS-CV,2,4
аннары,аннары,VS-SV-SV,3,6
кискен,кискен,CVC-CVS,2,6
итеп,итеп,V-CVC,2,4
урынына,урынына,V-SV-SV-SV,4,7
утырды,утырды,V-CVS-CV,3,6
да,да,CV,1,2
шым,шым,CVS,1,3
булды,булды,CVS-CV,2,5
аннары,аннары,VS-SV-SV,3,6
башын,башын,CV-CVS,2,5
бишмәтенең,бишмәтенең,CVC-SV-CV-SVS,4,10
якасына,jакасына,SV-CV-CV-SV,4,8
яшерергә,jәшерергә,SV-CV-SVS-CV,4,9
кереште,кереште,CV-SVC-CV,3,7
сәлимә,сәлимә,CV-SV-SV,3,6
гаҗәпләнгәннән,гаҗәпләнгәннән,CV-CVC-SVS-CVS-SVS,5,14
гаҗәпләнә,гаҗәпләнә,CV-CVC-SV-SV,4,9
барды,барды,CVS-CV,2,5
ниндидер,ниндидер,SVS-CV-CVS,3,8
таныш,таныш,CV-SVC,2,5
чалымнар,чалымнар,CV-SVS-SVS,3,8
бар,бар,CVS,1,3
бу,бу,CV,1,2
кешедә,кешедә,CV-CV-CV,3,6
ул,ул,VS,1,2
башын,башын,CV-CVS,2,5
сузып,сузып,CV-CVC,2,5
үрелебрәк,үрелебрәк,V-SV-SVC-SVC,4,9
карамакчы,карамакчы,CV-SV-SVC-CV,4,9
булган,булган,CVS-CVS,2,6
иде,иде,V-CV,2,3
теге,теге,CV-CV,2,4
сәер,сәер,CV-VS,2,4
кеше,кеше,CV-CV,2,4
кискен,кискен,CVC-CVS,2,6
генә,генә,CV-SV,2,4
әйтеп,әjтеп,VS-CVC,2,5
куйды,куjды,CVS-CV,2,5
тик,тик,CVC,1,3
кенә,кенә,CV-SV,2,4
утырыгыз,утырыгыз,V-CV-SV-CVC,4,8
аннары,аннары,VS-SV-SV,3,6
тавышын,таwышын,CV-SV-CVS,3,7
йомшартып,jомшартып,SVS-CVS-CVC,3,9
өстәде,өстәде,VC-CV-CV,3,6
зинһар,зинһар,CVS-CVS,2,6
туктале,туктале,CVC-CV-SV,3,7
таныш,таныш,CV-SVC,2,5
бит,бит,CVC,1,3
бу,бу,CV,1,2
тавыш,таwыш,CV-SVC,2,5
таныш,таныш,CV-SVC,2,5
кына,кына,CV-SV,2,4
түгел,түгел,CV-CVS,2,5
кадерле,кадерле,CV-CVS-SV,3,7
газиз,газиз,CV-CVC,2,5
зинһар,зинһар,CVS-CVS,2,6
яшерегез,jәшерегез,SV-CV-SV-CVC,4,9
мине,мине,SV-SV,2,4
мин,мин,SVS,1,3
төрмәдән,төрмәдән,CVS-SV-CVS,3,8
качтым,качтым,CVC-CVS,2,6
ләкин,ләкин,SV-CVS,2,5
минем,минем,SV-SVS,2,5
бер,бер,CVS,1,3
гаебем,гаjыбем,CV-SV-CVS,3,7
дә,дә,CV,1,2
юк,jук,SVC,1,3
яшерегез,jәшерегез,SV-CV-SV-CVC,4,9
шулай,шулаj,CV-SVS,2,5
диде,диде,CV-CV,2,4
дә,дә,CV,1,2
теге,теге,CV-CV,2,4
хода,хода,CV-CV,2,4
бәндәсе,бәндәсе,CVS-CV-CV,3,7
сәлимәнең,сәлимәнең,CV-SV-SV-SVS,4,9
кулбашына,кулбашына,CVS-CV-CV-SV,4,9
башын,башын,CV-CVS,2,5
салып,салып,CV-SVC,2,5
йөзен,jөзен,SV-CVS,2,5
бушатының,бушатының,CV-CV-CV-SVS,4,9
якасы,jакасы,SV-CV-CV,3,6
белән,белән,CV-SVS,2,5
төреп,төреп,CV-SVC,2,5
томалап,томалап,CV-SV-SVC,3,7
куйды,куjды,CVS-CV,2,5
кем,кем,CVS,1,3
бу,бу,CV,1,2
нинди,нинди,SVS-CV,2,5
җан,җан,CVS,1,3
бик,бик,CVC,1,3
тә,тә,CV,1,2
таныш,таныш,CV-SVC,2,5
бит,бит,CVC,1,3
бу,бу,CV,1,2
ә,ә,V,1,1
наил,наил,SV-VS,2,4
сәлимә,сәлимә,CV-SV-SV,3,6
синме,синме,CVS-SV,2,5
бу,бу,CV,1,2
мин,мин,SVS,1,3
ә,ә,V,1,1
син,син,CVS,1,3
мин,мин,SVS,1,3
наил,наил,SV-VS,2,4
тик,тик,CVC,1,3
утыр,утыр,V-CVS,2,4
яме,jәме,SV-SV,2,4
сәлимә,сәлимә,CV-SV-SV,3,6
кыймшанма,кыjмшанма,CVSS-CVS-SV,2,9
узып,узып,V-CVC,2,4
китсеннәр,китсеннәр,CVC-CVS-SVS,3,9
башта,башта,CVC-CV,2,5
сәлимә,сәлимә,CV-SV-SV,3,6
наил,наил,SV-VS,2,4
янынарак,jанынарак,SV-SV-SV-SVC,4,9
сыенып,сыjынып,CV-SV-SVC,3,7
аның,аның,V-SVS,2,4
салкын,салкын,CVS-CVS,2,6
маңгаена,маңгаjына,SVS-CV-SV-SV,4,9
кайнар,каjнар,CVS-SVS,2,6
йөзен,jөзен,SV-CVS,2,5
терәп,терәп,CV-SVC,2,5
пышылдап,пышылдап,CV-CVS-CVC,3,8
кына,кына,CV-SV,2,4
сөйләшә,сөjләшә,CVS-SV-CV,3,7
башлады,башлады,CVC-SV-CV,3,7
наил,наил,SV-VS,2,4
чынлап,чынлап,CVS-SVC,2,6
та,та,CV,1,2
синме,синме,CVS-SV,2,5
бу,бу,CV,1,2
мин,мин,SVS,1,3
бу,бу,CV,1,2
мин,мин,SVS,1,3
төрмәдән,төрмәдән,CVS-SV-CVS,3,8
качтым,качтым,CVC-CVS,2,6
әнә,әнә,V-SV,2,3
бит,бит,CVC,1,3
эзлиләр,эзлиләр,VC-SV-SVS,3,7
ник,ник,SVC,1,3
качтың,качтың,CVC-CVS,2,6
ул,ул,VS,1,2
төрмә,төрмә,CVS-SV,2,5
дигәннәренә,дигәннәренә,CV-CVS-SV-SV-SV,5,11
ник,ник,SVC,1,3
кердең,кердең,CVS-CVS,2,6
үзем,үзем,V-CVS,2,4
теләп,теләп,CV-SVC,2,5
кермәдем,кермәдем,CVS-SV-CVS,3,8
сәлимә,сәлимә,CV-SV-SV,3,6
көчләп,көчләп,CVC-SVC,2,6
утырттылар,утырттылар,V-CVSC-CV-SVS,4,10
ничек,ничек,SV-CVC,2,5
инде,инде,VS-CV,2,4
дәшмә,дәшмә,CVC-SV,2,5
бәгырь,бәгыр,CV-CVS,2,5
кисәгем,кисәгем,CV-CV-CVS,3,7
тикшерүчеләр,тикшерүчеләр,CVC-CV-SV-CV-SVS,5,12
бер,бер,CVS,1,3
берсенә,берсенә,CVS-CV-SV,3,7
сыенышып,сыjынышып,CV-SV-SV-CVC,4,9
утырган,утырган,V-CVS-CVS,3,7
бу,бу,CV,1,2
парга,парга,CVS-CV,2,5
әлләни,әлләни,VS-SV-SV,3,6
игътибар,игтибар,VC-CV-CVS,3,7
итмәделәр,итмәделәр,VC-SV-CV-SVS,4,9
ары,ары,V-SV,2,3
киттеләр,киттеләр,CVC-CV-SVS,3,8
сәлимә,сәлимә,CV-SV-SV,3,6
һаман,һаман,CV-SVS,2,5
түземсезләнде,түземсезләнде,CV-CVS-CVC-SVS-CV,5,13
бертуктаусыз,бертуктаwсыз,CVS-CVC-CVS-CVC,4,12
сорашты,сорашты,CV-SVC-CV,3,7
наил,наил,SV-VS,2,4
син,син,CVS,1,3
кеше,кеше,CV-CV,2,4
түгел,түгел,CV-CVS,2,5
икән,икән,V-CVS,2,4
шулай,шулаj,CV-SVS,2,5
кинәт,кинәт,CV-SVC,2,5
юкка,jукка,SVC-CV,2,5
чыгалармыни,чыгалармыни,CV-CV-SVS-SV-SV,5,11
сине,сине,CV-SV,2,4
кияүгә,киjәwгә,CV-SVS-CV,3,7
китә,китә,CV-CV,2,4
диделәр,диделәр,CV-CV-SVS,3,7
бит,бит,CVC,1,3
шуннан,шуннан,CVS-SVS,2,6
төрмәгән,төрмәгән,CVS-SV-CVS,3,8
барып,барып,CV-SVC,2,5
кердеңме,кердеңме,CVS-CVS-SV,3,8
юк,jук,SVC,1,3
