original,phonetic,syllables,syl_number,word_len
көлтәсенә,көлтәсенә,CVS-CV-CV-SV,4,9
чолганган,чолганган,CVS-CVS-CVS,3,9
гөл,гөл,CVS,1,3
чәчәге,чәчәге,CV-CV-CV,3,6
роза,роза,SV-CV,2,4
шикелле,шикелле,CV-CVS-SV,3,7
көлеп,көлеп,CV-SVC,2,5
тора,тора,CV-SV,2,4
иде,иде,V-CV,2,3
ал,ал,VS,1,2
кием,киjем,CV-SVS,2,5
безнең,безнең,CVC-SVS,2,6
хәятка,хәjатка,CV-SVC-CV,3,7
бик,бик,CVC,1,3
килешә,килешә,CV-SV-CV,3,6
ул,ул,VS,1,2
аның,аның,V-SVS,2,4
эчендә,эчендә,V-CVS-CV,3,6
ал,ал,VS,1,2
фәрештә,фәрештә,CV-SVC-CV,3,7
шикелле,шикелле,CV-CVS-SV,3,7
була,була,CV-SV,2,4
бүген,бүген,CV-CVS,2,5
дә,дә,CV,1,2
ул,ул,VS,1,2
шулай,шулаj,CV-SVS,2,5
ук,ук,VC,1,2
булды,булды,CVS-CV,2,5
моны,моны,SV-SV,2,4
күргән,күргән,CVS-CVS,2,6
беркатлы,беркатлы,CVS-CVC-SV,3,8
садә,садә,CV-CV,2,4
лиза,лиза,SV-CV,2,4
ах,ах,VC,1,2
хәят,хәjәт,CV-SVC,2,5
нинди,нинди,SVS-CV,2,5
матур,матур,SV-CVS,2,5
син,син,CVS,1,3
син,син,CVS,1,3
бәхетле,бәхетле,CV-CVC-SV,3,7
бик,бик,CVC,1,3
бәхетле,бәхетле,CV-CVC-SV,3,7
дими,дими,CV-SV,2,4
чыдый,чыдыj,CV-CVS,2,5
алмады,алмады,VS-SV-CV,3,6
дуслар,дуслар,CVC-SVS,2,6
киттеләр,киттеләр,CVC-CV-SVS,3,8
кояш,коjаш,CV-SVC,2,5
алар,алар,V-SVS,2,4
өстенә,өстенә,VC-CV-SV,3,6
ак,ак,VC,1,2
болытлар,болытлар,CV-SVC-SVS,3,8
арасыннан,арасыннан,V-SV-CVS-SVS,4,9
карап,карап,CV-SVC,2,5
оялчан,оjалчан,V-SVS-CVS,3,7
гына,гына,CV-SV,2,4
көлеп,көлеп,CV-SVC,2,5
тора,тора,CV-SV,2,4
иде,иде,V-CV,2,3
