original,phonetic,syllables,syl_number,word_len
кыздыруга,кыздыруга,CVC-CV-SV-CV,4,9
карамастан,карамастан,CV-SV-SVC-CVS,4,10
аның,аның,V-SVS,2,4
зәгыйфь,зәгыjф,CV-CVSC,2,6
тәне,тәне,CV-SV,2,4
эчендә,эчендә,V-CVS-CV,3,6
боз,боз,CVC,1,3
яткандай,jаткандаj,SVC-CVS-CVS,3,9
гел,гел,CVS,1,3
туңып,туңып,CV-SVC,2,5
тора,тора,CV-SV,2,4
аркасы,аркасы,VS-CV-CV,3,6
буйлап,буjлап,CVS-SVC,2,6
әледән,әледән,V-SV-CVS,3,6
әле,әле,V-SV,2,3
салкын,салкын,CVS-CVS,2,6
кымырҗу,кымырҗу,CV-SVS-CV,3,7
йөгереп,jөгереп,SV-CV-SVC,3,7
уза,уза,V-CV,2,3
шул,шул,CVS,1,3
ук,ук,VC,1,2
вакытта,wакытта,SV-CVC-CV,3,7
күз,күз,CVC,1,3
төпләре,төпләре,CVC-SV-SV,3,7
яна,jана,SV-SV,2,4
иреннәре,иреннәре,V-SVS-SV-SV,4,8
бөрешеп,бөрешеп,CV-SV-CVC,3,7
кибә,кибә,CV-CV,2,4
һәм,һәм,CVS,1,3
ул,ул,VS,1,2
гер,гер,CVS,1,3
таккандай,таккандаj,CVC-CVS-CVS,3,9
авыраеп,аwыраjып,V-SV-SV-SVC,4,8
киткән,киткән,CVC-CVS,2,6
аякларын,аjакларын,V-SVC-SV-SVS,4,9
көчкә,көчкә,CVC-CV,2,5
генә,генә,CV-SV,2,4
сөйрәп,сөjрәп,CVS-SVC,2,6
йөри,jөри,SV-SV,2,4
булмас,булмас,CVS-SVC,2,6
ахрысы,ахрысы,VC-SV-CV,3,6
кайтырга,каjтырга,CVS-CVS-CV,3,8
кирәк,кирәк,CV-SVC,2,5
ди,ди,CV,1,2
ул,ул,VS,1,2
үз,үз,VC,1,2
үзенә,үзенә,V-CV-SV,3,5
иренеп,иренеп,V-SV-SVC,3,6
кенә,кенә,CV-SV,2,4
һәм,һәм,CVS,1,3
чиләге,чиләге,CV-SV-CV,3,6
кизәк,кизәк,CV-CVC,2,5
белән,белән,CV-SVS,2,5
тулмаса,тулмаса,CVS-SV-CV,3,7
да,да,CV,1,2
авылга,аwылга,V-SVS-CV,3,6
таба,таба,CV-CV,2,4
борыла,борыла,CV-SV-SV,3,6
читән,читән,CV-CVS,2,5
буйларында,буjларында,CVS-SV-SVS-CV,4,10
котырып,котырып,CV-CV-SVC,3,7
кычыткан,кычыткан,CV-CVC-CVS,3,8
үскән,үскән,VC-CVS,2,5
тар,тар,CVS,1,3
тыкрыктан,тыкрыктан,CVC-SVC-CVS,3,9
узып,узып,V-CVC,2,4
бәбкә,бәбкә,CVC-CV,2,5
үләне,үләне,V-SV-SV,3,5
түшәлгән,түшәлгән,CV-CVS-CVS,3,8
киң,киң,CVS,1,3
урамга,урамга,V-SVS-CV,3,6
килеп,килеп,CV-SVC,2,5
чыккан,чыккан,CVC-CVS,2,6
чакта,чакта,CVC-CV,2,5
гына,гына,CV-SV,2,4
аңа,аңа,V-SV,2,3
миңлебай,миңлебаj,SVS-SV-CVS,3,8
карт,карт,CVSC,1,4
очрый,очрыj,VC-SVS,2,5
торна,торна,CVS-SV,2,5
шикелле,шикелле,CV-CVS-SV,3,7
нечкә,нечкә,SVC-CV,2,5
озын,озын,V-CVS,2,4
аяклы,аjаклы,V-SVC-SV,3,6
какланып,какланып,CVC-SV-SVC,3,8
беткән,беткән,CVC-CVS,2,6
бу,бу,CV,1,2
чандыр,чандыр,CVS-CVS,2,6
бабайны,бабаjны,CV-CVS-SV,3,7
авылның,аwылның,V-SVS-SVS,3,7
иң,иң,VS,1,2
карт,карт,CVSC,1,4
кешесе,кешесе,CV-CV-CV,3,6
диләр,диләр,CV-SVS,2,5
туксанның,туксанның,CVC-CVS-SVS,3,9
өстендә,өстендә,VC-CVS-CV,3,7
үк,үк,VC,1,2
түгел,түгел,CV-CVS,2,5
микән,микән,SV-CVS,2,5
хәер,хәер,CV-VS,2,4
тәгаен,тәгаjын,CV-CV-SVS,3,7
ничә,ничә,SV-CV,2,4
яшьтә,jәштә,SVC-CV,2,5
булуын,булуын,CV-SV-VS,3,6
ул,ул,VS,1,2
үзе,үзе,V-CV,2,3
дә,дә,CV,1,2
белми,белми,CVS-SV,2,5
былтыр,былтыр,CVS-CVS,2,6
гына,гына,CV-SV,2,4
аның,аның,V-SVS,2,4
җитмештән,җитмештән,CVC-SVC-CVS,3,9
узган,узган,VC-CVS,2,5
миңлегәрәй,миңлегәрәj,SVS-SV-CV-SVS,4,10
исемле,исемле,V-CVS-SV,3,6
улы,улы,V-SV,2,3
үлеп,үлеп,V-SVC,2,4
киткән,киткән,CVC-CVS,2,6
иде,иде,V-CV,2,3
хәзер,хәзер,CV-CVS,2,5
бабай,бабаj,CV-CVS,2,5
миңлегәрәйнең,миңлегәрәjнең,SVS-SV-CV-SVS-SVS,5,13
зур,зур,CVS,1,3
улы,улы,V-SV,2,3
миңлегалидә,миңлегалидә,SVS-SV-CV-SV-CV,5,11
тора,тора,CV-SV,2,4
миңлегалинең,миңлегалинең,SVS-SV-CV-SV-SVS,5,12
дә,дә,CV,1,2
өйләнгән,өjләнгән,VS-SVS-CVS,3,8
улы,улы,V-SV,2,3
кияүгә,киjәwгә,CV-SVS-CV,3,7
чыккан,чыккан,CVC-CVS,2,6
кызлары,кызлары,CVC-SV-SV,3,7
бар,бар,CVS,1,3
миңлебай,миңлебаj,SVS-SV-CVS,3,8
карт,карт,CVSC,1,4
менә,менә,SV-SV,2,4
шуларның,шуларның,CV-SVS-SVS,3,8
балаларын,балаларын,CV-SV-SV-SVS,4,9
ягъни,jәгни,SVC-SV,2,5
үз,үз,VC,1,2
токымының,токымының,CV-CV-SV-SVS,4,9
дүртенче,дүртенче,CVS-CVS-CV,3,8
буынын,буынын,CV-V-SVS,3,6
күрде,күрде,CVS-CV,2,5
дүртенче,дүртенче,CVS-CVS-CV,3,8
буын,буын,CV-VS,2,4
әкәмәт,әкәмәт,V-CV-SVC,3,6
икән,икән,V-CVS,2,4
ул,ул,VS,1,2
бер,бер,CVS,1,3
дә,дә,CV,1,2
бабай,бабаj,CV-CVS,2,5
дигәнчә,дигәнчә,CV-CVS-CV,3,7
түгел,түгел,CV-CVS,2,5
ул,ул,VS,1,2
хәтта,хәтта,CVC-CV,2,5
аларның,аларның,V-SVS-SVS,3,7
исемнәрен,исемнәрен,V-CVS-SV-SVS,4,9
дә,дә,CV,1,2
отып,отып,V-CVC,2,4
ала,ала,V-SV,2,3
алмый,алмыj,VS-SVS,2,5
вилне,вилне,CVS-SV,2,5
вилдан,вилдан,CVS-CVS,2,6
дип,дип,CVC,1,3
эмманы,эмманы,VS-SV-SV,3,6
әсмабикә,әсмабикә,VC-SV-CV-CV,4,8
дип,дип,CVC,1,3
тик,тик,CVC,1,3
йөртә,jөртә,SVS-CV,2,5
шунда,шунда,CVS-CV,2,5
дөньяда,дөнjада,CVS-SV-CV,3,7
чамасыз,чамасыз,CV-SV-CVC,3,7
озак,озак,V-CVC,2,4
яши,jәши,SV-CV,2,4
торгач,торгач,CVS-CVC,2,6
кайчандыр,каjчандыр,CVS-CVS-CVS,3,9
паровоз,паровоз,CV-SV-CVC,3,7
тавышын,таwышын,CV-SV-CVS,3,7
да,да,CV,1,2
ишетмәгән,ишетмәгән,V-CVC-SV-CVS,4,9
бабай,бабаj,CV-CVS,2,5
тракторын,тракторын,CSVC-CV-SVS,3,9
да,да,CV,1,2
күрде,күрде,CVS-CV,2,5
автомашинасын,автомашинасын,VC-CV-SV-CV-SV-CVS,6,13
да,да,CV,1,2
самолетын,самолетын,CV-SV-SV-CVS,4,9
да,да,CV,1,2
радиосын,радиосын,SV-CV-V-CVS,4,8
да,да,CV,1,2
күрде,күрде,CVS-CV,2,5
алар,алар,V-SVS,2,4
аның,аның,V-SVS,2,4
авылына,аwылына,V-SV-SV-SV,4,7
һәм,һәм,CVS,1,3
өенә,өjенә,V-SV-SV,3,5
килеп,килеп,CV-SVC,2,5
керделәр,керделәр,CVS-CV-SVS,3,8
ләкин,ләкин,SV-CVS,2,5
картның,картның,CVSC-SVS,2,7
берсенә,берсенә,CVS-CV-SV,3,7
дә,дә,CV,1,2
исе,исе,V-CV,2,3
китмәде,китмәде,CVC-SV-CV,3,7
чөнки,чөнки,CVS-CV,2,5
бу,бу,CV,1,2
заманның,заманның,CV-SVS-SVS,3,8
барышына,барышына,CV-SV-CV-SV,4,8
ис,ис,VC,1,2
китеп,китеп,CV-CVC,2,5
өлгерерлек,өлгерерлек,VS-CV-SVS-SVC,4,10
түгел,түгел,CV-CVS,2,5
иде,иде,V-CV,2,3
ләкин,ләкин,SV-CVS,2,5
былтырмы,былтырмы,CVS-CVS-SV,3,8
икән,икән,V-CVS,2,4
өченче,өченче,V-CVS-CV,3,6
ел,jыл,SVS,1,3
микән,микән,SV-CVS,2,5
кемнәрнеңдер,кемнәрнеңдер,CVS-SVS-SVS-CVS,4,12
бу,бу,CV,1,2
тирәләргә,тирәләргә,CV-SV-SVS-CV,4,9
очып,очып,V-CVC,2,4
килеп,килеп,CV-SVC,2,5
самолеттан,самолеттан,CV-SV-SVC-CVS,4,10
бүре,бүре,CV-SV,2,4
атып,атып,V-CVC,2,4
йөрүләрен,jөрүләрен,SV-SV-SV-SVS,4,9
ишеткәч,ишеткәч,V-CVC-CVC,3,7
картның,картның,CVSC-SVS,2,7
моңа,моңа,SV-SV,2,4
шулай,шулаj,CV-SVS,2,5
да,да,CV,1,2
исе,исе,V-CV,2,3
китте,китте,CVC-CV,2,5
кара,кара,CV-SV,2,4
син,син,CVS,1,3
аны,аны,V-SV,2,3
бүрене,бүрене,CV-SV-SV,3,6
самолеттан,самолеттан,CV-SV-SVC-CVS,4,10
гына,гына,CV-SV,2,4
сугалар,сугалар,CV-CV-SVS,3,7
диген,диген,CV-CVS,2,5
ә,ә,V,1,1
кайчандыр,каjчандыр,CVS-CVS-CVS,3,9
бик,бик,CVC,1,3
күптән,күптән,CVC-CVS,2,6
инде,инде,VS-CV,2,4
ул,ул,VS,1,2
үзе,үзе,V-CV,2,3
ир,ир,VS,1,2
егет,jегет,SV-CVC,2,5
чагында,чагында,CV-CVS-CV,3,7
камчат,камчат,CVS-CVC,2,6
бүрек,бүрек,CV-SVC,2,5
ак,ак,VC,1,2
чикмән,чикмән,CVC-SVS,2,6
киеп,киjеп,CV-SVC,2,5
билен,билен,CV-SVS,2,5
кызыл,кызыл,CV-CVS,2,5
билбау,билбаw,CVS-CVS,2,6
белән,белән,CV-SVS,2,5
буып,буып,CV-VC,2,4
камыт,камыт,CV-SVC,2,5
күрмәгән,күрмәгән,CVS-SV-CVS,3,8
сөлектәй,сөлектәj,CV-SVC-CVS,3,8
яшь,jәш,SVC,1,3
айгырга,аjгырга,VS-CVS-CV,3,7
атланып,атланып,VC-SV-SVC,3,7
далага,далага,CV-SV-CV,3,6
чыгып,чыгып,CV-CVC,2,5
китә,китә,CV-CV,2,4
иде,иде,V-CV,2,3
дә,дә,CV,1,2
йөри,jөри,SV-SV,2,4
йөри,jөри,SV-SV,2,4
бүренең,бүренең,CV-SV-SVS,3,7
эзенә,эзенә,V-CV-SV,3,5
төшкәч,төшкәч,CVC-CVC,2,6
аны,аны,V-SV,2,3
уктай,уктаj,VC-CVS,2,5
сузылып,сузылып,CV-CV-SVC,3,7
очкан,очкан,VC-CVS,2,5
бурзаеннан,бурзаjыннан,CVS-CV-SVS-SVS,4,11
өсләтеп,өсләтеп,VC-SV-CVC,3,7
һәм,һәм,CVS,1,3
ун,ун,VS,1,2
унбиш,унбиш,VS-CVC,2,5
чакрым,чакрым,CVC-SVS,2,6
куа,куа,CV-V,2,3
барып,барып,CV-SVC,2,5
озын,озын,V-CVS,2,4
саплы,саплы,CVC-SV,2,5
чукмары,чукмары,CVC-SV-SV,3,7
белән,белән,CV-SVS,2,5
сугып,сугып,CV-CVC,2,5
ала,ала,V-SV,2,3
торган,торган,CVS-CVS,2,6
иде,иде,V-CV,2,3
менә,менә,SV-SV,2,4
бу,бу,CV,1,2
ичмасам,ичмасам,VC-SV-CVS,3,7
бүре,бүре,CV-SV,2,4
сугу,сугу,CV-CV,2,4
иде,иде,V-CV,2,3
ә,ә,V,1,1
хәзер,хәзер,CV-CVS,2,5
һавадан,һаwадан,CV-SV-CVS,3,7
атып,атып,V-CVC,2,4
йөриләр,jөриләр,SV-SV-SVS,3,7
имеш,имеш,V-SVC,2,4
моның,моның,SV-SVS,2,5
ни,ни,SV,1,2
кызыгы,кызыгы,CV-CV-CV,3,6
да,да,CV,1,2
ни,ни,SV,1,2
комарлыгы,комарлыгы,CV-SVS-SV-CV,4,9
бар,бар,CVS,1,3
юк,jук,SVC,1,3
әллә,әллә,VS-SV,2,4
нишләде,нишләде,SVC-SV-CV,3,7
бу,бу,CV,1,2
замана,замана,CV-SV-SV,3,6
машина,машина,SV-CV-SV,3,6
да,да,CV,1,2
машина,машина,SV-CV-SV,3,6
ә,ә,V,1,1
кешенең,кешенең,CV-CV-SVS,3,7
үз,үз,VC,1,2
йөрәгенә,jөрәгенә,SV-SV-CV-SV,4,8
үз,үз,VC,1,2
кулына,кулына,CV-SV-SV,3,6
ни,ни,SV,1,2
кала,кала,CV-SV,2,4
миңлебай,миңлебаj,SVS-SV-CVS,3,8
картның,картның,CVSC-SVS,2,7
дөньяда,дөнjада,CVS-SV-CV,3,7
да,да,CV,1,2
колхозда,колхозда,CVS-CVC-CV,3,8
да,да,CV,1,2
хәзер,хәзер,CV-CVS,2,5
бер,бер,CVS,1,3
эше,эше,V-CV,2,3
дә,дә,CV,1,2
юк,jук,SVC,1,3
ул,ул,VS,1,2
какланып,какланып,CVC-SV-SVC,3,8
беткән,беткән,CVC-CVS,2,6
тәнендә,тәнендә,CV-SVS-CV,3,7
бары,бары,CV-SV,2,4
җан,җан,CVS,1,3
асрый,асрыj,VC-SVS,2,5
алдына,алдына,VS-CV-SV,3,6
куйганны,куjганны,CVS-CVS-SV,3,8
утырып,утырып,V-CV-SVC,3,6
ашый,ашыj,V-CVS,2,4
ястыгын,jастыгын,SVC-CV-CVS,3,8
тәгәрәтә,тәгәрәтә,CV-CV-SV-CV,4,8
дә,дә,CV,1,2
ятып,jатып,SV-CVC,2,5
йоклый,jоклыj,SVC-SVS,2,6
шулай,шулаj,CV-SVS,2,5
итеп,итеп,V-CVC,2,4
гомерен,гомерен,CV-SV-SVS,3,7
суза,суза,CV-CV,2,4
да,да,CV,1,2
суза,суза,CV-CV,2,4
аның,аның,V-SVS,2,4
хәзер,хәзер,CV-CVS,2,5
бер,бер,CVS,1,3
генә,генә,CV-SV,2,4
эше,эше,V-CV,2,3
бар,бар,CVS,1,3
ул,ул,VS,1,2
ялан,jалан,SV-SVS,2,5
таптарга,таптарга,CVC-CVS-CV,3,8
ярата,jарата,SV-SV-CV,3,6
һәр,һәр,CVS,1,3
көнне,көнне,CVS-SV,2,5
иртәнге,иртәнге,VS-CVS-CV,3,7
чәйдән,чәjдән,CVS-CVS,2,6
соң,соң,CVS,1,3
ул,ул,VS,1,2
озын,озын,V-CVS,2,4
карагай,карагаj,CV-SV-CVS,3,7
таягын,таjагын,CV-SV-CVS,3,7
тотып,тотып,CV-CVC,2,5
торнаныкыдай,торнаныкыдаj,CVS-SV-SV-CV-CVS,5,12
нечкә,нечкә,SVC-CV,2,5
аякларын,аjакларын,V-SVC-SV-SVS,4,9
сыгылдырып,сыгылдырып,CV-CVS-CV-SVC,4,10
кына,кына,CV-SV,2,4
буш,буш,CVC,1,3
урамнан,урамнан,V-SVS-SVS,3,7
уза,уза,V-CV,2,3
кырга,кырга,CVS-CV,2,5
чыга,чыга,CV-CV,2,4
һәм,һәм,CVS,1,3
күзе,күзе,CV-CV,2,4
караган,караган,CV-SV-CVS,3,7
якка,jакка,SVC-CV,2,5
таба,таба,CV-CV,2,4
китеп,китеп,CV-CVC,2,5
бара,бара,CV-SV,2,4
берәр,берәр,CV-SVS,2,5
түбә,түбә,CV-CV,2,4
җиргә,җиргә,CVS-CV,2,5
менгәч,менгәч,SVS-CVC,2,6
озын,озын,V-CVS,2,4
таягын,таjагын,CV-SV-CVS,3,7
ике,ике,V-CV,2,3
учлап,учлап,VC-SVC,2,5
ерак,jырак,SV-SVC,2,5
кырларга,кырларга,CVS-SVS-CV,3,8
тик,тик,CVC,1,3
кенә,кенә,CV-SV,2,4
һәм,һәм,CVS,1,3
озак,озак,V-CVC,2,4
кына,кына,CV-SV,2,4
карап,карап,CV-SVC,2,5
тора,тора,CV-SV,2,4
бу,бу,CV,1,2
күз,күз,CVC,1,3
җитмәс,җитмәс,CVC-SVC,2,6
юлкотлы,jулкотлы,SVS-CVC-SV,3,8
яланының,jаланының,SV-SV-SV-SVS,4,9
бөтен,бөтен,CV-CVS,2,5
