original,phonetic,syllables,syl_number,word_len
яктысыннан,jактысыннан,SVC-CV-CVS-SVS,4,11
мәхрүм,мәхрүм,SVC-SVS,2,6
булмасыннар,булмасыннар,CVS-SV-CVS-SVS,4,11
яхшы,jахшы,SVC-CV,2,5
кара,кара,CV-SV,2,4
әгәр,әгәр,V-CVS,2,4
мин,мин,SVS,1,3
кушканча,кушканча,CVC-CVS-CV,3,8
эшләсәң,эшләсәң,VC-SV-CVS,3,7
җәй,җәj,CVS,1,3
көне,көне,CV-SV,2,4
кызыл,кызыл,CV-CVS,2,5
чәчәкләрең,чәчәкләрең,CV-CVC-SV-SVS,4,10
булыр,булыр,CV-SVS,2,5
көзгә,көзгә,CVC-CV,2,5
матур,матур,SV-CVS,2,5
кызыл,кызыл,CV-CVS,2,5
орлыклар,орлыклар,VS-SVC-SVS,3,8
җыеп,җыjып,CV-SVC,2,5
алырсың,алырсың,V-SVS-CVS,3,7
икенче,икенче,V-CVS-CV,3,6
елга,jылга,SVS-CV,2,5
тагын,тагын,CV-CVS,2,5
чәчәрсең,чәчәрсең,CV-CVS-CVS,3,8
шулай,шулаj,CV-SVS,2,5
итеп,итеп,V-CVC,2,4
бакчаң,бакчаң,CVC-CVS,2,6
чәчәккә,чәчәккә,CV-CVC-CV,3,7
тулар,тулар,CV-SVS,2,5
синнән,синнән,CVS-SVS,2,6
күрмәкче,күрмәкче,CVS-SVC-CV,3,8
башкалар,башкалар,CVC-CV-SVS,3,8
да,да,CV,1,2
шулай,шулаj,CV-SVS,2,5
эшләрләр,эшләрләр,VC-SVS-SVS,3,8
мәрхүмнең,мәрхүмнең,SVS-CVS-SVS,3,9
сүзен,сүзен,CV-CVS,2,5
тыңладым,тыңладым,CVS-SV-CVS,3,8
ләкин,ләкин,SV-CVS,2,5
чәчкән,чәчкән,CVC-CVS,2,6
орлыкларым,орлыкларым,VS-SVC-SV-SVS,4,10
өстенә,өстенә,VC-CV-SV,3,6
үзем,үзем,V-CVS,2,4
юкта,jукта,SVC-CV,2,5
тирес,тирес,CV-SVC,2,5
түккәннәр,түккәннәр,CVC-CVS-SVS,3,9
ниндидер,ниндидер,SVS-CV-CVS,3,8
бер,бер,CVS,1,3
явыз,jаwыз,SV-SVC,2,5
кара,кара,CV-SV,2,4
таш,таш,CVC,1,3
белән,белән,CV-SVS,2,5
бастырып,бастырып,CVC-CV-SVC,3,8
киткән,киткән,CVC-CVS,2,6
орлыкларым,орлыкларым,VS-SVC-SV-SVS,4,10
вакытында,вакытында,CV-CV-CVS-CV,4,9
чыга,чыга,CV-CV,2,4
алмый,алмыj,VS-SVS,2,5
калганнар,калганнар,CVS-CVS-SVS,3,9
кайберләре,каjберләре,CVS-CVS-SV-SV,4,10
томаланып,томаланып,CV-SV-SV-SVC,4,9
бөтенләй,бөтенләj,CV-CVS-SVS,3,8
черегәннәр,черегәннәр,CV-SV-CVS-SVS,4,10
моңа,моңа,SV-SV,2,4
җаным,җаным,CV-SVS,2,5
бик,бик,CVC,1,3
әрнеде,әрнеде,VS-SV-CV,3,6
тиресне,тиресне,CV-SVC-SV,3,7
себереп,себереп,CV-CV-SVC,3,7
түктем,түктем,CVC-CVS,2,6
ашларны,ашларны,VC-SVS-SV,3,7
читкә,читкә,CVC-CV,2,5
алып,алып,V-SVC,2,4
ыргыттым,ыргыттым,VS-CVC-CVS,3,8
җылы,җылы,CV-SV,2,4
яңгырлар,jаңгырлар,SVS-CVS-SVS,3,9
яуды,jаwды,SVS-CV,2,5
якты,jакты,SVC-CV,2,5
кояш,коjаш,CV-SVC,2,5
карады,карады,CV-SV-CV,3,6
ни,ни,SV,1,2
күрим,күрим,CV-SVS,2,5
бер,бер,CVS,1,3
атнадан,атнадан,VC-SV-CVS,3,7
матур,матур,SV-CVS,2,5
сабаклар,сабаклар,CV-CVC-SVS,3,8
яшел,jәшел,SV-CVS,2,5
яфраклар,jафраклар,SVC-SVC-SVS,3,9
чыкты,чыкты,CVC-CV,2,5
җәй,җәj,CVS,1,3
көне,көне,CV-SV,2,4
аллы,аллы,VS-SV,2,4
гөлле,гөлле,CVS-SV,2,5
кызыл,кызыл,CV-CVS,2,5
чәчәкләр,чәчәкләр,CV-CVC-SVS,3,8
бөтен,бөтен,CV-CVS,2,5
бакчама,бакчама,CVC-CV-SV,3,7
ямь,jәм,SVS,1,3
бирде,бирде,CVS-CV,2,5
көз,көз,CVC,1,3
көне,көне,CV-SV,2,4
энҗе,энҗе,VS-CV,2,4
мәрҗән,мәрҗән,SVS-CVS,2,6
бөртекләре,бөртекләре,CVS-CVC-SV-SV,4,10
кебек,кебек,CV-CVC,2,5
тигез,тигез,CV-CVC,2,5
матур,матур,SV-CVS,2,5
кызыл,кызыл,CV-CVS,2,5
орлыклар,орлыклар,VS-SVC-SVS,3,8
җыеп,җыjып,CV-SVC,2,5
алдым,алдым,VS-CVS,2,5
болар,болар,CV-SVS,2,5
миннән,миннән,SVS-SVS,2,6
бөтен,бөтен,CV-CVS,2,5
авылга,аwылга,V-SVS-CV,3,6
бөтен,бөтен,CV-CVS,2,5
тирә,тирә,CV-SV,2,4
якка,jакка,SVC-CV,2,5
таралды,таралды,CV-SVS-CV,3,7
мин,мин,SVS,1,3
моны,моны,SV-SV,2,4
бөтенләй,бөтенләj,CV-CVS-SVS,3,8
оныткан,оныткан,V-SVC-CVS,3,7
идем,идем,V-CVS,2,4
инде,инде,VS-CV,2,4
тарихның,тарихның,CV-SVC-SVS,3,8
яңа,jаңа,SV-SV,2,4
сафланган,сафланган,CVC-SVS-CVS,3,9
йомшак,jомшак,SVS-CVC,2,6
туфрагында,туфрагында,CVC-SV-CVS-CV,4,10
үсеп,үсеп,V-CVC,2,4
килгән,килгән,CVS-CVS,2,6
асыл,асыл,V-CVS,2,4
ирләрне,ирләрне,VS-SVS-SV,3,7
сөйли,сөjли,CVS-SV,2,5
башлагач,башлагач,CVC-SV-CVC,3,8
ничектер,ничектер,SV-CVC-CVS,3,8
яңадан,jаңадан,SV-SV-CVS,3,7
хәтеремә,хәтеремә,CV-CV-SV-SV,4,8
төштеләр,төштеләр,CVC-CV-SVS,3,8
бөек,бөjек,CV-SVC,2,5
башкортстан,башкортстан,CVC-CVSC-CCVS,2,11
туфрагында,туфрагында,CVC-SV-CVS-CV,4,10
агыйделнең,агыjделнең,V-CVS-CVS-SVS,4,10
киң,киң,CVS,1,3
болыннар,болыннар,CV-SVS-SVS,3,8
зур,зур,CVS,1,3
таулар,таwлар,CVS-SVS,2,6
арасыннан,арасыннан,V-SV-CVS-SVS,4,9
боргаланып,боргаланып,CVS-CV-SV-SVC,4,10
боргаланып,боргаланып,CVS-CV-SV-SVC,4,10
аккан,аккан,VC-CVS,2,5
җирендә,җирендә,CV-SVS-CV,3,7
үзенең,үзенең,V-CV-SVS,3,6
зурлыгы,зурлыгы,CVS-SV-CV,3,7
йортларының,jортларының,SVSC-SV-SV-SVS,4,11
төзеклеге,төзеклеге,CV-CVC-SV-CV,4,9
белән,белән,CV-SVS,2,5
кечерәк,кечерәк,CV-CV-SVC,3,7
шәһәргә,шәһәргә,CV-CVS-CV,3,7
охшашлы,охшашлы,VC-CVC-SV,3,7
бер,бер,CVS,1,3
авыл,аwыл,V-SVS,2,4
бар,бар,CVS,1,3
диңгез,диңгез,CVS-CVC,2,6
сулары,сулары,CV-SV-SV,3,6
кебек,кебек,CV-CVC,2,5
зәңгәрләнеп,зәңгәрләнеп,CVS-CVS-SV-SVC,4,11
уйный,уjныj,VS-SVS,2,5
торган,торган,CVS-CVS,2,6
зур,зур,CVS,1,3
матур,матур,SV-CVS,2,5
күл,күл,CVS,1,3
буена,буjына,CV-SV-SV,3,6
утырганга,утырганга,V-CVS-CVS-CV,4,9
бу,бу,CV,1,2
авылны,аwылны,V-SVS-SV,3,6
зәңгәр,зәңгәр,CVS-CVS,2,6
чишмә,чишмә,CVC-SV,2,5
дип,дип,CVC,1,3
атыйлар,атыjлар,V-CVS-SVS,3,7
авылның,аwылның,V-SVS-SVS,3,7
уртасында,уртасында,VS-CV-CVS-CV,4,9
зур,зур,CVS,1,3
базар,базар,CV-CVS,2,5
кайный,каjныj,CVS-SVS,2,6
аның,аның,V-SVS,2,4
ике,ике,V-CV,2,3
ягыннан,jагыннан,SV-CVS-SVS,3,8
биек,биjек,CV-SVC,2,5
матур,матур,SV-CVS,2,5
сарайлар,сараjлар,CV-SVS-SVS,3,8
зур,зур,CVS,1,3
тимер,тимер,CV-SVS,2,5
йозак,jозак,SV-CVC,2,5
белән,белән,CV-SVS,2,5
бикләнә,бикләнә,CVC-SV-SV,3,7
торган,торган,CVS-CVS,2,6
ак,ак,VC,1,2
таш,таш,CVC,1,3
кибетләр,кибетләр,CV-CVC-SVS,3,8
тезелеп,тезелеп,CV-CV-SVC,3,7
китәләр,китәләр,CV-CV-SVS,3,7
боларга,боларга,CV-SVS-CV,3,7
тоташып,тоташып,CV-CV-CVC,3,7
бераз,бераз,CV-SVC,2,5
читкә,читкә,CVC-CV,2,5
таба,таба,CV-CV,2,4
урта,урта,VS-CV,2,4
хәлле,хәлле,CVS-SV,2,5
кешеләрнең,кешеләрнең,CV-CV-SVS-SVS,4,10
уртача,уртача,VS-CV-CV,3,6
зурлыкта,зурлыкта,CVS-SVC-CV,3,8
өйләре,өjләре,VS-SV-SV,3,6
уртача,уртача,VS-CV-CV,3,6
биналар,биналар,CV-SV-SVS,3,7
үз,үз,VC,1,2
дәрәҗәләренә,дәрәҗәләренә,CV-SV-CV-SV-SV-SV,6,12
күрә,күрә,CV-SV,2,4
урын,урын,V-SVS,2,4
алалар,алалар,V-SV-SVS,3,6
тагы,тагы,CV-CV,2,4
бераз,бераз,CV-SVC,2,5
китсәгез,китсәгез,CVC-CV-CVC,3,8
йортлар,jортлар,SVSC-SVS,2,7
кечерәя,кечерәjә,CV-CV-SV-SV,4,8
каралтылар,каралтылар,CV-SVS-CV-SVS,4,10
егылмасам,jыгылмасам,SV-CVS-SV-CVS,4,10
ярар,jарар,SV-SVS,2,5
дип,дип,CVC,1,3
куркып,куркып,CVS-CVC,2,6
үзләренең,үзләренең,VC-SV-SV-SVS,4,9
иске,иске,VC-CV,2,4
черек,черек,CV-SVC,2,5
терәкләренә,терәкләренә,CV-SVC-SV-SV-SV,5,11
таяна,таjана,CV-SV-SV,3,6
төшеп,төшеп,CV-CVC,2,5
һәр,һәр,CVS,1,3
җилгә,җилгә,CVS-CV,2,5
калтыранып,калтыранып,CVS-CV-SV-SVC,4,10
һәр,һәр,CVS,1,3
яңгырны,jаңгырны,SVS-CVS-SV,3,8
эченә,эченә,V-CV-SV,3,5
алып,алып,V-SVC,2,4
язмышның,jазмышның,SVC-SVC-SVS,3,9
бөтен,бөтен,CV-CVS,2,5
көчләре,көчләре,CVC-SV-SV,3,7
алдында,алдында,VS-CVS-CV,3,7
ыңгырашып,ыңгырашып,VS-CV-SV-CVC,4,9
гомер,гомер,CV-SVS,2,5
итәләр,итәләр,V-CV-SVS,3,6
иң,иң,VS,1,2
ахыр,ахыр,V-CVS,2,4
барып,барып,CV-SVC,2,5
күпер,күпер,CV-CVS,2,5
башларында,башларында,CVC-SV-SVS-CV,4,10
басу,басу,CV-CV,2,4
капкасы,капкасы,CVC-CV-CV,3,7
буйларында,буjларында,CVS-SV-SVS-CV,4,10
чүплекләргә,чүплекләргә,CVC-SVC-SVS-CV,4,11
тиресләргә,тиресләргә,CV-SVC-SVS-CV,4,10
салынган,салынган,CV-SVS-CVS,3,8
балчык,балчык,CVS-CVC,2,6
өйләр,өjләр,VS-SVS,2,5
корымлы,корымлы,CV-SVS-SV,3,7
читән,читән,CV-CVS,2,5
куышлар,куышлар,CV-VC-SVS,3,7
үзләренең,үзләренең,VC-SV-SV-SVS,4,9
кайгылы,каjгылы,CVS-CV-SV,3,7
йөзләре,jөзләре,SVC-SV-SV,3,7
сәләмә,сәләмә,CV-SV-SV,3,6
кыяфәтләре,кыjафәтләре,CV-SV-CVC-SV-SV,5,11
белән,белән,CV-SVS,2,5
каты,каты,CV-CV,2,4
җилләргә,җилләргә,CVS-SVS-CV,3,8
көчле,көчле,CVC-SV,2,5
бураннарга,бураннарга,CV-SVS-SVS-CV,4,10
каршы,каршы,CVS-CV,2,5
тора,тора,CV-SV,2,4
алудан,алудан,V-SV-CVS,3,6
өмет,өмет,V-SVC,2,4
өзгән,өзгән,VC-CVS,2,5
бер,бер,CVS,1,3
хәлдә,хәлдә,CVS-CV,2,5
дөнья,дөнjа,CVS-SV,2,5
кичерәләр,кичерәләр,CV-CV-SV-SVS,4,9
мин,мин,SVS,1,3
менә,менә,SV-SV,2,4
шул,шул,CVS,1,3
читтәге,читтәге,CVC-CV-CV,3,7
өйләрнең,өjләрнең,VS-SVS-SVS,3,8
берендә,берендә,CV-SVS-CV,3,7
тудым,тудым,CV-CVS,2,5
язмыш,jазмыш,SVC-SVC,2,6
дулкыннары,дулкыннары,CVS-CVS-SV-SV,4,10
белән,белән,CV-SVS,2,5
бер,бер,CVS,1,3
кавышып,каwышып,CV-SV-CVC,3,7
бер,бер,CVS,1,3
аерылып,аjырылып,V-SV-SV-SVC,4,8
яшәгән,jәшәгән,SV-CV-CVS,3,7
дүрт,дүрт,CVSC,1,4
иптәшем,иптәшем,VC-CV-CVS,3,7
дә,дә,CV,1,2
шул,шул,CVS,1,3
авылның,аwылның,V-SVS-SVS,3,7
төрле,төрле,CVS-SV,2,5
урамнарында,урамнарында,V-SVS-SV-SVS-CV,5,11
байлыгы,баjлыгы,CVS-SV-CV,3,7
төзеклеге,төзеклеге,CV-CVC-SV-CV,4,9
төрлечә,төрлечә,CVS-SV-CV,3,7
булган,булган,CVS-CVS,2,6
төрле,төрле,CVS-SV,2,5
өйләрдә,өjләрдә,VS-SVS-CV,3,7
туып,туып,CV-VC,2,4
үстеләр,үстеләр,VC-CV-SVS,3,7
арабыздан,арабыздан,V-SV-CVC-CVS,4,9
тик,тик,CVC,1,3
шаһбазның,шаһбазның,CVC-CVC-SVS,3,9
гына,гына,CV-SV,2,4
кайда,каjда,CVS-CV,2,5
туганын,туганын,CV-CV-SVS,3,7
белмиләр,белмиләр,CVS-SV-SVS,3,8
минем,минем,SV-SVS,2,5
бу,бу,CV,1,2
газиз,газиз,CV-CVC,2,5
дусымның,дусымның,CV-CVS-SVS,3,8
дөньяга,дөнjага,CVS-SV-CV,3,7
килүе,килүе,CV-SV-V,3,5
анасының,анасының,V-SV-CV-SVS,4,8
кабергә,кабергә,CV-CVS-CV,3,7
китүенә,китүенә,CV-CV-V-SV,4,7
сәбәп,сәбәп,CV-CVC,2,5
булганга,булганга,CVS-CVS-CV,3,8
атасының,атасының,V-CV-CV-SVS,4,8
кем,кем,CVS,1,3
икәне,икәне,V-CV-SV,3,5
һичберәүгә,һичберәwгә,CVC-CV-SVS-CV,4,10
мәгълүм,мәглүм,SVC-SVS,2,6
булмаганга,булмаганга,CVS-SV-CVS-CV,4,10
бу,бу,CV,1,2
баланың,баланың,CV-SV-SVS,3,7
гомереннән,гомереннән,CV-SV-SVS-SVS,4,10
беренче,беренче,CV-SVS-CV,3,7
сәгатьләрен,сәгатләрен,CV-CVC-SV-SVS,4,10
һичбер,һичбер,CVC-CVS,2,6
өй,өj,VS,1,2
үзенә,үзенә,V-CV-SV,3,5
алырга,алырга,V-SVS-CV,3,6
теләми,теләми,CV-SV-SV,3,6
шаһбаз,шаһбаз,CVC-CVC,2,6
җиде,җиде,CV-CV,2,4
яшькә,jәшкә,SVC-CV,2,5
җиткәч,җиткәч,CVC-CVC,2,6
чабатачы,чабатачы,CV-CV-CV-CV,4,8
әхми,әхми,VC-SV,2,4
карт,карт,CVSC,1,4
та,та,CV,1,2
үлә,үлә,V-SV,2,3
шул,шул,CVS,1,3
зур,зур,CVS,1,3
авылда,аwылда,V-SVS-CV,3,6
минем,минем,SV-SVS,2,5
киләчәктәге,киләчәктәге,CV-SV-CVC-CV-CV,5,11
дүрт,дүрт,CVSC,1,4
дусымның,дусымның,CV-CVS-SVS,3,8
берсе,берсе,CVS-CV,2,5
булган,булган,CVS-CVS,2,6
бу,бу,CV,1,2
бала,бала,CV-SV,2,4
бөтенләй,бөтенләj,CV-CVS-SVS,3,8
ятим,jәтим,SV-CVS,2,5
ялгыз,jалгыз,SVS-CVC,2,6
кала,кала,CV-SV,2,4
